userName,review,rating,date,bank
Daniel Tilahun,The best of best,5,2025-01-09 15:57:55,BOA
Abbuu Ko,I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07 12:26:17,BOA
Workneh tadesse Worta,Boa,5,2025-01-06 08:43:09,BOA
Alias 05,Great 👍,5,2025-01-04 16:59:09,BOA
Ze Robel,Fast and suitable for the customers.,5,2025-01-04 08:16:44,BOA
Fekadu Abera,Good 👍,5,2025-01-03 20:59:49,BOA
Samrawit Nekatibeb,Good app and helpful,5,2025-01-03 15:51:42,BOA
abebe mekasha,"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03 07:56:58,BOA
Sisay Tesfa,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02 15:31:28,BOA
Amaha Teklay,It doesn't work at all.,2,2025-01-02 13:24:09,BOA
Ismael Abdella,this app is not available,1,2025-01-02 08:46:51,BOA
sofonyas eyob,Best,5,2025-01-01 19:59:05,BOA
Haa Maya,Wow what amazing,5,2024-12-30 21:45:24,BOA
Meswani Meswani,love it,5,2024-12-30 19:30:43,BOA
Hasen Teherku,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30 16:08:06,BOA
Abdul Hakim,Lemn embi yilal??,5,2024-12-30 16:01:11,BOA
Dagim Derebe,Good,5,2024-12-30 13:20:13,BOA
Mahi,It's useless app downgraded.,1,2024-12-29 13:19:05,BOA
Abemelek Fasika,Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27 13:28:26,BOA
አሙራ Amura tube,Nice,5,2024-12-26 19:09:33,BOA
Yisehak Tesfaye,When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24 06:27:54,BOA
Lemuk,አይሰራም ሼም ነው፤,1,2024-12-23 17:03:45,BOA
Mohammedsaid Mohammedsaid,Not that much bad,3,2024-12-22 11:12:44,BOA
jemu Moha,Fine,5,2024-12-21 02:16:46,BOA
Habtamu Mekonnen,The dirtiest application ever seen...,1,2024-12-20 19:09:23,BOA
Teddy Aweke,Nic ap,5,2024-12-19 20:08:34,BOA
Mengstu asefa Shiferaw,The forest app ever,1,2024-12-19 11:07:06,BOA
Hamon,"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19 06:02:34,BOA
Muse Naykin,Bank of abissena,1,2024-12-17 21:21:09,BOA
Abiyou Getachew,Good,3,2024-12-16 19:29:33,BOA
Natnael Zelalem,"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16 13:02:26,BOA
Yabu 12,GOOD,5,2024-12-15 01:02:24,BOA
Kaleab Leyessa,The worst banking app ever. Never works!,1,2024-12-14 08:45:35,BOA
biruk mulugeta,Poorly functioning app,3,2024-12-13 12:55:02,BOA
معتصم بن يحي,Very nice,5,2024-12-13 10:57:24,BOA
Aman Abebe,Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11 06:08:14,BOA
Matias Kebede,It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10 09:43:57,BOA
Siem Kibrom,"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08 23:16:05,BOA
Surafel,"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07 22:40:19,BOA
Lina Yonas,Nice,5,2024-12-07 18:00:27,BOA
Emmanuael Asrat,Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06 17:19:23,BOA
Haile Znabu,It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02 21:19:07,BOA
Behailu Kebede,It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01 14:52:25,BOA
Chuol Deng mayian,My attention is very important because it will be the most difficult time for me,5,2024-11-30 20:23:48,BOA
Abraham Assefa,"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29 06:40:35,BOA
Ephi T,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28 11:44:51,BOA
Hildana Endale,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28 10:17:48,BOA
Asefa Bekele,exellent digital transaction of money,5,2024-11-27 00:10:14,BOA
Khalid Ahmed,The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26 15:05:22,BOA
Berhan Nurleigzer,Best,5,2024-11-25 19:10:50,BOA
BOLE AIRPORT Migration,Great,5,2024-11-25 17:26:59,BOA
Abraham Kinfegebreal,👏👏👏,5,2024-11-24 21:31:39,BOA
Kalid Muhammad,Money,5,2024-11-24 10:31:41,BOA
Sadik Murad,It needs more improvment,2,2024-11-24 09:17:29,BOA
Moges Tadesse,Hey Google,5,2024-11-21 22:51:14,BOA
Woldetsadik Melese,Good app,5,2024-11-21 17:40:34,BOA
Rejeb Abdshkur,ab,3,2024-11-20 22:26:08,BOA
adem tahir,Ademtahir,5,2024-11-20 13:41:49,BOA
Biruk Tadesse,✌️✌️,5,2024-11-20 12:25:55,BOA
Miky Lyrics Orthodox,Please this app on my android phone,3,2024-11-20 09:25:05,BOA
Est,GOAT 🐐 🐐,5,2024-11-19 16:48:41,BOA
Henok Abebe,"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19 14:12:49,BOA
Geremew Girma,Fast and reliable,5,2024-11-18 18:58:47,BOA
Daniel Berhanu,"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17 22:11:45,BOA
Nah Om,Very good,5,2024-11-14 15:52:39,BOA
abay,One of the poorest mobile banking system,1,2024-11-13 13:35:40,BOA
Yohannes Demerew,❤❤❤❤❤❤,5,2024-11-12 21:39:07,BOA
Zelalem Bayh,Oene,5,2024-11-12 17:20:14,BOA
legese sis,i find it interesting specially in reciept downloading,1,2024-11-12 16:43:41,BOA
Feven Tekle,it good,5,2024-11-12 15:50:38,BOA
Yoseph Seyoum,"This app crashes everytime, please fix it",1,2024-11-12 15:08:59,BOA
Habib Seid Mohammed,አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12 13:55:52,BOA
Habtu Teum Ayele,I need a support the app is not working,5,2024-11-12 13:10:33,BOA
tadiya Fantahun,Bast bank of ethiopia,5,2024-11-12 13:01:11,BOA
henok john,Good,5,2024-11-12 12:45:45,BOA
ORBIT CONSULTANCY,very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12 12:15:50,BOA
Jabessa Badasa,"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12 12:13:20,BOA
Nahom Ahmed,The worst App i have never seen like this before,1,2024-11-12 11:48:40,BOA
Kiebron Yemane,Wweeeer,4,2024-11-12 10:21:44,BOA
Aklilu Shwalem,Infinx,5,2024-11-12 09:52:38,BOA
amanuel temesgen,Great service,5,2024-11-12 07:17:47,BOA
abebe melese,👍,5,2024-11-11 13:59:32,BOA
Haftom Kelemewerk,This app is not available on all android versions and some times it is not functional.,1,2024-11-08 14:41:15,BOA
Henok Abrhame,senayt Mesfin,4,2024-11-08 14:13:42,BOA
Lika Lika,Bad app vety bad.,1,2024-11-07 07:21:50,BOA
Mudin mudin,Nice,5,2024-11-06 17:24:50,BOA
Aschalew W/yohnse,Abessnya Banke,5,2024-11-05 15:05:11,BOA
Amanuel HabteMARIAM Asfaw,"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04 11:45:20,BOA
Abdii B,Okay,5,2024-11-03 19:25:36,BOA
Ermias Wolde,Professional on banking app,5,2024-11-01 16:08:51,BOA
bk love,Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27 23:37:31,BOA
Alexander Abebe,አይሰራም አስተካክሉት,5,2024-10-26 17:13:59,BOA
Tigist Tg,Please try another because this app doesn't feet the need of this generation,1,2024-10-25 22:17:13,BOA
Negash Bekele,Good,4,2024-10-25 17:40:10,BOA
tekalign ermajo,Fast transfer,5,2024-10-24 11:51:40,BOA
Yordanos Yigzaw,"What's up I can't log in, what's wrong",5,2024-10-22 05:57:44,BOA
Ameru Mehamed,Amrumehamed,1,2024-10-21 16:43:38,BOA
Halefom Kahsay,Good,5,2024-10-19 16:42:22,BOA
Abraham Moges,"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18 21:22:15,BOA
Samson zekarias,Very good,5,2024-10-18 17:02:55,BOA
Jemalkedir Jemalkedir,ደደገነሐ,5,2024-10-15 10:27:29,BOA
Mohamed Jamee,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14 08:06:39,BOA
Mintesinot Desalegn,A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13 09:08:25,BOA
Mehdi Dersie (መኸዲ),Good App,4,2024-10-12 17:04:14,BOA
Abdu Ahme,Best app to me,5,2024-10-11 21:16:21,BOA
abdulmejid emam Mohammed,BOA,5,2024-10-11 16:31:58,BOA
Abdulkadirsulti Kedir,Abdulkadir,5,2024-10-11 09:28:56,BOA
Fikirte Atinafseged,Bad,1,2024-10-10 15:17:31,BOA
Feven Mekael,If it is possible I would gove0 star,1,2024-10-08 16:20:37,BOA
Wendwesn Seifu,Nise mobile bankig,4,2024-10-05 15:39:26,BOA
neo,Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04 23:34:24,BOA
John Abadi,Ok,5,2024-10-04 17:20:43,BOA
basi s,Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04 11:23:06,BOA
Habtamu Tolla,Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04 09:18:27,BOA
Eyuel Hailu,"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04 05:55:49,BOA
Pastor Yirdaw Tessema,I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04 05:30:33,BOA
Nigussie Beresa,Good,3,2024-10-03 18:17:09,BOA
Adu delu,Worest app,1,2024-10-03 12:57:35,BOA
Sen hit,The worest app ever,1,2024-10-03 12:54:58,BOA
Aman Abas,አሪፍ ነው በርቱልን,5,2024-10-03 01:53:27,BOA
Kuma Nasbu,Wwwerrr,5,2024-10-02 19:16:32,BOA
Jemal abdela Abdela,ጀማል ውቀቱ,5,2024-09-30 16:46:53,BOA
Ayana Andualem,Great For Financial company,5,2024-09-30 09:13:34,BOA
Yamle Abiy,Very easy to use,5,2024-09-30 08:48:28,BOA
Anteneh Car Sale,The App's crash always.. Error.....,3,2024-09-27 16:25:54,BOA
Christopher Edward,This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26 21:13:35,BOA
Fikadu Yirega,nice,5,2024-09-26 05:56:33,BOA
Ermiyas Tilahun,Great UI and seamless UX. I love it!!,5,2024-09-25 21:51:19,BOA
feriazr Assefar,That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25 21:18:13,BOA
Alfo Nigussie,It's easy used to operate program and secured 👍👍,4,2024-09-25 16:00:21,BOA
